Invoice No,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV01134,CUST029,2024-08-18 00:00:00,2024-10-17 00:00:00,10843.71,10843.71,0
INV01135,CUST021,2023-10-08 00:00:00,2023-11-22 00:00:00,19734.07,0,19734.07
INV01136,CUST011,2024-02-28 00:00:00,2024-03-29 00:00:00,5294.96,0,5294.96
INV01137,CUST040,2025-05-05 00:00:00,2025-07-04 00:00:00,20596.21,5149.05,15447.16
INV01138,CUST011,2023-09-27 00:00:00,2023-10-27 00:00:00,16394.3,0,16394.3
INV01139,CUST036,2023-06-03 00:00:00,2023-07-03 00:00:00,10764.76,2691.19,8073.57
INV01140,CUST113,2024-09-05 00:00:00,2024-10-20 00:00:00,11721.7,0,11721.7
INV01141,CUST059,2024-10-23 00:00:00,2024-12-07 00:00:00,6787.86,1696.96,5090.9
INV01142,CUST039,2023-03-24 00:00:00,2023-04-23 00:00:00,18926.8,4731.7,14195.1
INV01143,CUST104,2025-08-04 00:00:00,2025-09-03 00:00:00,13065.43,9799.07,3266.36
INV01144,CUST099,2025-06-17 00:00:00,2025-08-01 00:00:00,8360.94,8360.94,0
INV01145,CUST054,2023-10-11 00:00:00,2023-12-10 00:00:00,15103.23,0,15103.23
INV01146,CUST098,2025-09-06 00:00:00,2025-10-21 00:00:00,24895.49,6223.87,18671.62
INV01147,CUST055,2023-06-22 00:00:00,2023-07-22 00:00:00,11163.93,2790.98,8372.95
INV01148,CUST111,2025-12-22 00:00:00,2026-02-20 00:00:00,23056.94,0,23056.94
INV01149,CUST024,2025-02-01 00:00:00,2025-03-03 00:00:00,8952.91,6714.68,2238.23
INV01150,CUST118,2024-09-24 00:00:00,2024-11-23 00:00:00,1840.95,1380.71,460.24
INV01151,CUST022,2025-02-25 00:00:00,2025-03-27 00:00:00,5503.93,0,5503.93
INV01152,CUST069,2025-07-31 00:00:00,2025-09-29 00:00:00,10758.03,2689.51,8068.52
INV01153,CUST056,2025-10-08 00:00:00,2025-12-07 00:00:00,5881.06,0,5881.06
INV01154,CUST033,2024-02-02 00:00:00,2024-03-03 00:00:00,505.56,252.78,252.78
INV01155,CUST036,2025-07-22 00:00:00,2025-09-20 00:00:00,22917.54,0,22917.54
INV01156,CUST111,2024-11-06 00:00:00,2024-12-21 00:00:00,21175.05,21175.05,0
INV01157,CUST020,2025-07-24 00:00:00,2025-08-23 00:00:00,18686.16,14014.62,4671.54
INV01158,CUST083,2024-04-09 00:00:00,2024-05-24 00:00:00,4611.46,1152.86,3458.6
INV01159,CUST099,2023-10-13 00:00:00,2023-11-12 00:00:00,3448.91,1724.46,1724.45
INV01160,CUST116,2023-09-22 00:00:00,2023-11-21 00:00:00,2156.32,2156.32,0
INV01161,CUST107,2023-11-16 00:00:00,2024-01-15 00:00:00,18238.72,9119.36,9119.36
INV01162,CUST081,2024-11-03 00:00:00,2025-01-02 00:00:00,23255.8,0,23255.8
INV01163,CUST062,2025-03-30 00:00:00,2025-04-29 00:00:00,11048.13,2762.03,8286.1
INV01164,CUST109,2023-03-30 00:00:00,2023-05-14 00:00:00,3418.95,3418.95,0
INV01165,CUST107,2025-03-31 00:00:00,2025-05-15 00:00:00,13053.62,6526.81,6526.81
INV01166,CUST098,2025-09-27 00:00:00,2025-10-27 00:00:00,9046.38,4523.19,4523.19
INV01167,CUST073,2023-11-30 00:00:00,2023-12-30 00:00:00,9683.21,9683.21,0
INV01168,CUST026,2023-08-10 00:00:00,2023-09-24 00:00:00,15722.6,15722.6,0
INV01169,CUST066,2023-02-10 00:00:00,2023-03-27 00:00:00,18108.59,18108.59,0
INV01170,CUST117,2023-03-09 00:00:00,2023-04-23 00:00:00,3209.79,0,3209.79
INV01171,CUST073,2025-09-14 00:00:00,2025-10-29 00:00:00,1371.96,685.98,685.98
INV01172,CUST073,2024-05-28 00:00:00,2024-06-27 00:00:00,24861.09,18645.82,6215.27
INV01173,CUST040,2024-11-25 00:00:00,2024-12-25 00:00:00,6201.84,4651.38,1550.46
INV01174,CUST017,2025-11-05 00:00:00,2026-01-04 00:00:00,1818.85,909.42,909.43
INV01175,CUST001,2024-04-21 00:00:00,2024-06-05 00:00:00,5151.95,0,5151.95
INV01176,CUST089,2025-12-21 00:00:00,2026-02-19 00:00:00,1454.47,1090.85,363.62
INV01177,CUST061,2025-05-30 00:00:00,2025-06-29 00:00:00,10099.37,7574.53,2524.84
INV01178,CUST043,2024-03-07 00:00:00,2024-04-06 00:00:00,20158.84,0,20158.84
INV01179,CUST104,2023-09-25 00:00:00,2023-11-24 00:00:00,8860.49,2215.12,6645.37
INV01180,CUST042,2025-11-24 00:00:00,2026-01-08 00:00:00,11382.49,0,11382.49
INV01181,CUST025,2025-02-17 00:00:00,2025-04-03 00:00:00,17051.88,0,17051.88
INV01182,CUST039,2024-05-08 00:00:00,2024-06-22 00:00:00,12967.9,0,12967.9
INV01183,CUST035,2024-10-22 00:00:00,2024-12-06 00:00:00,21605.42,5401.36,16204.06
INV01184,CUST003,2025-10-09 00:00:00,2025-12-08 00:00:00,21717.87,10858.94,10858.93
INV01185,CUST114,2025-11-24 00:00:00,2026-01-23 00:00:00,742.81,371.4,371.41
INV01186,CUST101,2025-09-03 00:00:00,2025-10-03 00:00:00,19562.13,9781.06,9781.07
INV01187,CUST108,2024-04-26 00:00:00,2024-06-10 00:00:00,11787.97,11787.97,0
INV01188,CUST044,2024-12-28 00:00:00,2025-02-11 00:00:00,24726.59,0,24726.59
INV01189,CUST051,2024-04-24 00:00:00,2024-06-08 00:00:00,12339.19,0,12339.19
INV01190,CUST094,2025-12-24 00:00:00,2026-02-22 00:00:00,24678.95,24678.95,0
INV01191,CUST102,2025-10-28 00:00:00,2025-12-12 00:00:00,18986.95,0,18986.95
INV01192,CUST098,2023-12-09 00:00:00,2024-02-07 00:00:00,6590.82,6590.82,0
INV01193,CUST012,2023-11-28 00:00:00,2024-01-12 00:00:00,13690.68,13690.68,0
INV01194,CUST019,2024-03-13 00:00:00,2024-04-27 00:00:00,24807.32,12403.66,12403.66
INV01195,CUST101,2023-06-23 00:00:00,2023-07-23 00:00:00,21509.5,21509.5,0
INV01196,CUST044,2024-07-12 00:00:00,2024-08-26 00:00:00,2885.49,0,2885.49
INV01197,CUST059,2024-06-10 00:00:00,2024-07-25 00:00:00,17806.11,0,17806.11
INV01198,CUST049,2024-10-20 00:00:00,2024-11-19 00:00:00,8966.7,4483.35,4483.35
INV01199,CUST061,2023-01-26 00:00:00,2023-03-27 00:00:00,671.07,167.77,503.3
INV01200,CUST017,2025-03-30 00:00:00,2025-05-29 00:00:00,10385.28,10385.28,0
INV01201,CUST074,2024-08-27 00:00:00,2024-10-11 00:00:00,6251.48,0,6251.48
INV01202,CUST057,2024-02-10 00:00:00,2024-04-10 00:00:00,20562.3,10281.15,10281.15
INV01203,CUST055,2023-08-20 00:00:00,2023-10-04 00:00:00,8764.6,4382.3,4382.3
INV01204,CUST113,2024-06-16 00:00:00,2024-07-16 00:00:00,20774.33,10387.17,10387.16
INV01205,CUST047,2024-05-19 00:00:00,2024-06-18 00:00:00,514.65,0,514.65
INV01206,CUST012,2023-06-28 00:00:00,2023-08-12 00:00:00,8041.57,2010.39,6031.18
INV01207,CUST062,2023-05-12 00:00:00,2023-06-11 00:00:00,6408.55,6408.55,0
INV01208,CUST080,2023-12-14 00:00:00,2024-01-13 00:00:00,6222.4,0,6222.4
INV01209,CUST088,2024-06-23 00:00:00,2024-08-07 00:00:00,2170.57,2170.57,0
INV01210,CUST083,2025-02-10 00:00:00,2025-03-27 00:00:00,5084.54,2542.27,2542.27
INV01211,CUST008,2023-03-17 00:00:00,2023-04-16 00:00:00,14110.96,10583.22,3527.74
INV01212,CUST095,2024-08-01 00:00:00,2024-09-30 00:00:00,7638.35,5728.76,1909.59
INV01213,CUST021,2025-05-03 00:00:00,2025-07-02 00:00:00,10726.17,0,10726.17
INV01214,CUST081,2023-07-13 00:00:00,2023-08-27 00:00:00,9733.24,4866.62,4866.62
INV01215,CUST087,2023-12-13 00:00:00,2024-01-27 00:00:00,21959.67,21959.67,0
INV01216,CUST101,2025-08-08 00:00:00,2025-10-07 00:00:00,22679.83,5669.96,17009.87
INV01217,CUST118,2023-08-02 00:00:00,2023-09-01 00:00:00,12577.45,12577.45,0
INV01218,CUST080,2024-07-26 00:00:00,2024-09-24 00:00:00,8588.82,2147.2,6441.62
INV01219,CUST070,2025-02-18 00:00:00,2025-04-19 00:00:00,3116.62,0,3116.62
INV01220,CUST072,2023-09-19 00:00:00,2023-11-18 00:00:00,23858.37,5964.59,17893.78
INV01221,CUST025,2024-12-30 00:00:00,2025-02-28 00:00:00,1975.56,1975.56,0
INV01222,CUST082,2023-10-10 00:00:00,2023-11-24 00:00:00,7792.43,0,7792.43
INV01223,CUST089,2023-12-28 00:00:00,2024-02-11 00:00:00,7802.62,7802.62,0
INV01224,CUST012,2024-03-16 00:00:00,2024-04-15 00:00:00,8349.83,8349.83,0
INV01225,CUST015,2023-04-03 00:00:00,2023-05-03 00:00:00,4525.03,1131.26,3393.77
INV01226,CUST059,2025-01-22 00:00:00,2025-02-21 00:00:00,19687.46,0,19687.46
INV01227,CUST026,2025-05-16 00:00:00,2025-06-15 00:00:00,3501.2,2625.9,875.3
INV01228,CUST105,2023-05-22 00:00:00,2023-07-21 00:00:00,16055.21,0,16055.21
INV01229,CUST109,2025-01-18 00:00:00,2025-03-04 00:00:00,3534.23,2650.67,883.56
INV01230,CUST026,2024-10-14 00:00:00,2024-11-28 00:00:00,2228.12,557.03,1671.09
INV01231,CUST047,2024-12-01 00:00:00,2024-12-31 00:00:00,22781.02,5695.26,17085.76
INV01232,CUST032,2025-09-24 00:00:00,2025-10-24 00:00:00,5158.15,3868.61,1289.54
INV01233,CUST010,2023-02-18 00:00:00,2023-04-19 00:00:00,20620.63,5155.16,15465.47
INV01234,CUST016,2025-05-30 00:00:00,2025-07-29 00:00:00,13843.46,3460.86,10382.6
INV01235,CUST071,2024-07-08 00:00:00,2024-08-07 00:00:00,2407.48,601.87,1805.61
INV01236,CUST017,2024-02-08 00:00:00,2024-03-24 00:00:00,23908.48,5977.12,17931.36
INV01237,CUST023,2025-06-10 00:00:00,2025-07-25 00:00:00,6550.55,3275.28,3275.27
INV01238,CUST026,2025-05-14 00:00:00,2025-06-28 00:00:00,21561.31,21561.31,0
INV01239,CUST085,2024-08-24 00:00:00,2024-09-23 00:00:00,4635.85,1158.96,3476.89
INV01240,CUST086,2023-12-07 00:00:00,2024-01-21 00:00:00,21421.6,10710.8,10710.8
INV01241,CUST007,2024-12-04 00:00:00,2025-02-02 00:00:00,824.11,412.06,412.05
INV01242,CUST014,2023-11-14 00:00:00,2024-01-13 00:00:00,13038.62,0,13038.62
INV01243,CUST079,2024-09-09 00:00:00,2024-10-09 00:00:00,19351.34,0,19351.34
INV01244,CUST117,2024-01-17 00:00:00,2024-03-17 00:00:00,23402.49,23402.49,0
INV01245,CUST007,2023-08-21 00:00:00,2023-09-20 00:00:00,22775.45,17081.59,5693.86
INV01246,CUST009,2025-03-27 00:00:00,2025-05-11 00:00:00,20580.81,10290.41,10290.4
INV01247,CUST115,2024-07-06 00:00:00,2024-08-20 00:00:00,22260.69,11130.34,11130.35
INV01248,CUST048,2025-05-05 00:00:00,2025-06-19 00:00:00,5380.88,0,5380.88
INV01249,CUST072,2025-03-29 00:00:00,2025-05-28 00:00:00,7462.52,3731.26,3731.26
INV01250,CUST114,2023-07-02 00:00:00,2023-08-01 00:00:00,7579.73,3789.86,3789.87
INV01251,CUST059,2025-11-30 00:00:00,2026-01-14 00:00:00,9737.82,4868.91,4868.91
INV01252,CUST087,2024-02-01 00:00:00,2024-03-02 00:00:00,10136.36,2534.09,7602.27
INV01253,CUST093,2025-02-17 00:00:00,2025-04-03 00:00:00,13841.61,0,13841.61
INV01254,CUST082,2025-06-25 00:00:00,2025-08-24 00:00:00,4417.05,0,4417.05
INV01255,CUST095,2023-05-07 00:00:00,2023-07-06 00:00:00,17435.54,17435.54,0
INV01256,CUST094,2023-01-01 00:00:00,2023-01-31 00:00:00,4605.38,1151.34,3454.04
INV01257,CUST116,2023-01-19 00:00:00,2023-03-20 00:00:00,8102.56,2025.64,6076.92
INV01258,CUST039,2024-08-06 00:00:00,2024-10-05 00:00:00,12831.96,0,12831.96
INV01259,CUST099,2024-03-31 00:00:00,2024-04-30 00:00:00,20012.79,0,20012.79
INV01260,CUST018,2025-08-14 00:00:00,2025-09-28 00:00:00,18617,13962.75,4654.25
INV01261,CUST059,2024-03-20 00:00:00,2024-05-19 00:00:00,16315.59,8157.8,8157.79
INV01262,CUST106,2024-08-24 00:00:00,2024-09-23 00:00:00,4316.44,2158.22,2158.22
INV01263,CUST103,2023-04-13 00:00:00,2023-06-12 00:00:00,13902.61,0,13902.61
INV01264,CUST017,2025-09-14 00:00:00,2025-11-13 00:00:00,2642.44,1981.83,660.61
INV01265,CUST014,2024-06-03 00:00:00,2024-08-02 00:00:00,9745.4,0,9745.4
INV01266,CUST031,2025-05-08 00:00:00,2025-07-07 00:00:00,10631.15,0,10631.15
INV01267,CUST024,2023-06-23 00:00:00,2023-07-23 00:00:00,1475.38,368.84,1106.54
INV01268,CUST099,2025-10-01 00:00:00,2025-10-31 00:00:00,7212.71,0,7212.71
INV01269,CUST108,2024-03-06 00:00:00,2024-04-05 00:00:00,23913.41,0,23913.41
INV01270,CUST060,2024-12-27 00:00:00,2025-02-25 00:00:00,23864,11932,11932
INV01271,CUST045,2025-04-29 00:00:00,2025-06-28 00:00:00,9132.01,4566,4566.01
INV01272,CUST098,2025-09-16 00:00:00,2025-11-15 00:00:00,1555.95,1555.95,0
INV01273,CUST003,2024-09-30 00:00:00,2024-10-30 00:00:00,4887.83,1221.96,3665.87
INV01274,CUST037,2024-02-24 00:00:00,2024-04-24 00:00:00,10109.34,0,10109.34
INV01275,CUST043,2024-08-16 00:00:00,2024-09-30 00:00:00,23720.6,0,23720.6
INV01276,CUST040,2024-04-29 00:00:00,2024-06-28 00:00:00,3959.38,3959.38,0
INV01277,CUST090,2024-02-16 00:00:00,2024-04-01 00:00:00,19206.14,9603.07,9603.07
INV01278,CUST055,2025-07-24 00:00:00,2025-09-22 00:00:00,3162.72,2372.04,790.68
INV01279,CUST087,2023-11-28 00:00:00,2023-12-28 00:00:00,24540.81,0,24540.81
INV01280,CUST108,2024-10-16 00:00:00,2024-12-15 00:00:00,9849.6,4924.8,4924.8
INV01281,CUST039,2023-02-10 00:00:00,2023-03-27 00:00:00,19493.25,0,19493.25
INV01282,CUST015,2025-08-16 00:00:00,2025-09-30 00:00:00,8893.48,4446.74,4446.74
INV01283,CUST120,2023-04-15 00:00:00,2023-06-14 00:00:00,15877.89,15877.89,0
INV01284,CUST113,2023-07-21 00:00:00,2023-09-04 00:00:00,5204.39,5204.39,0
INV01285,CUST004,2024-03-25 00:00:00,2024-05-09 00:00:00,4077.51,2038.76,2038.75
INV01286,CUST093,2025-06-28 00:00:00,2025-07-28 00:00:00,23482.57,5870.64,17611.93
INV01287,CUST086,2023-07-29 00:00:00,2023-09-27 00:00:00,22982.36,22982.36,0
INV01288,CUST025,2024-07-16 00:00:00,2024-09-14 00:00:00,22242.99,11121.5,11121.49
INV01289,CUST013,2024-12-13 00:00:00,2025-02-11 00:00:00,15823.12,0,15823.12
INV01290,CUST082,2025-02-09 00:00:00,2025-03-26 00:00:00,20302.57,5075.64,15226.93
INV01291,CUST033,2024-03-29 00:00:00,2024-05-28 00:00:00,2191.4,0,2191.4
INV01292,CUST016,2024-10-28 00:00:00,2024-12-27 00:00:00,8702.33,2175.58,6526.75
INV01293,CUST109,2024-09-20 00:00:00,2024-10-20 00:00:00,8185.73,2046.43,6139.3
INV01294,CUST042,2024-01-22 00:00:00,2024-02-21 00:00:00,16073.31,8036.66,8036.65
INV01295,CUST108,2023-10-23 00:00:00,2023-11-22 00:00:00,9220.97,2305.24,6915.73
INV01296,CUST066,2023-09-15 00:00:00,2023-10-30 00:00:00,4138.42,0,4138.42
INV01297,CUST055,2023-09-25 00:00:00,2023-11-24 00:00:00,15113.44,7556.72,7556.72
INV01298,CUST099,2024-02-23 00:00:00,2024-03-24 00:00:00,20452.41,20452.41,0
INV01299,CUST042,2023-08-23 00:00:00,2023-09-22 00:00:00,9862.03,4931.02,4931.01
INV01300,CUST034,2025-09-12 00:00:00,2025-10-12 00:00:00,3740.58,0,3740.58
INV01301,CUST030,2024-07-27 00:00:00,2024-09-25 00:00:00,5318.86,5318.86,0
INV01302,CUST119,2023-02-18 00:00:00,2023-04-19 00:00:00,6318.34,6318.34,0
INV01303,CUST013,2023-08-11 00:00:00,2023-10-10 00:00:00,7847.49,0,7847.49
INV01304,CUST013,2025-07-09 00:00:00,2025-08-23 00:00:00,16248.48,0,16248.48
INV01305,CUST018,2023-10-04 00:00:00,2023-11-18 00:00:00,15223.16,11417.37,3805.79
INV01306,CUST032,2024-02-24 00:00:00,2024-03-25 00:00:00,17553.96,17553.96,0
INV01307,CUST096,2024-09-02 00:00:00,2024-11-01 00:00:00,9381.3,9381.3,0
INV01308,CUST099,2024-01-10 00:00:00,2024-02-09 00:00:00,20687.94,20687.94,0
INV01309,CUST039,2023-03-14 00:00:00,2023-05-13 00:00:00,5500.15,2750.08,2750.07
INV01310,CUST046,2025-11-19 00:00:00,2026-01-18 00:00:00,11991.5,5995.75,5995.75
INV01311,CUST116,2023-07-14 00:00:00,2023-09-12 00:00:00,20123,0,20123
INV01312,CUST029,2025-04-26 00:00:00,2025-06-10 00:00:00,4913.89,0,4913.89
INV01313,CUST062,2025-11-30 00:00:00,2026-01-14 00:00:00,3191.65,797.91,2393.74
INV01314,CUST113,2025-12-22 00:00:00,2026-02-20 00:00:00,22150.26,11075.13,11075.13
INV01315,CUST093,2023-01-23 00:00:00,2023-02-22 00:00:00,8901.78,4450.89,4450.89
INV01316,CUST062,2023-12-26 00:00:00,2024-02-24 00:00:00,17254.82,12941.12,4313.7
INV01317,CUST117,2024-07-13 00:00:00,2024-09-11 00:00:00,1121.04,0,1121.04
INV01318,CUST108,2024-11-02 00:00:00,2024-12-02 00:00:00,17406.15,8703.08,8703.07
INV01319,CUST057,2024-11-09 00:00:00,2025-01-08 00:00:00,8244.48,0,8244.48
INV01320,CUST016,2024-03-15 00:00:00,2024-04-14 00:00:00,1865.65,466.41,1399.24
INV01321,CUST056,2025-07-21 00:00:00,2025-09-04 00:00:00,15440.41,11580.31,3860.1
INV01322,CUST108,2023-01-07 00:00:00,2023-02-21 00:00:00,6399.69,3199.84,3199.85
INV01323,CUST111,2024-02-25 00:00:00,2024-03-26 00:00:00,9976.78,9976.78,0
INV01324,CUST010,2025-04-12 00:00:00,2025-05-27 00:00:00,2474.23,0,2474.23
INV01325,CUST030,2024-07-12 00:00:00,2024-08-26 00:00:00,4105.5,1026.38,3079.12
INV01326,CUST025,2025-07-02 00:00:00,2025-08-01 00:00:00,7800.44,0,7800.44
INV01327,CUST103,2025-10-03 00:00:00,2025-11-17 00:00:00,2699.11,674.78,2024.33
INV01328,CUST084,2023-05-06 00:00:00,2023-07-05 00:00:00,22815.24,22815.24,0
INV01329,CUST005,2024-01-30 00:00:00,2024-03-30 00:00:00,648.15,324.08,324.07
INV01330,CUST065,2025-03-27 00:00:00,2025-04-26 00:00:00,12354.58,12354.58,0
INV01331,CUST094,2025-05-30 00:00:00,2025-07-14 00:00:00,3519.56,0,3519.56
INV01332,CUST049,2024-07-29 00:00:00,2024-09-27 00:00:00,8038.14,8038.14,0
INV01333,CUST003,2023-11-21 00:00:00,2024-01-20 00:00:00,23188.46,0,23188.46
INV01334,CUST045,2025-07-18 00:00:00,2025-09-01 00:00:00,4461.52,4461.52,0
INV01335,CUST014,2025-04-12 00:00:00,2025-05-27 00:00:00,24162.89,0,24162.89
INV01336,CUST120,2025-11-20 00:00:00,2026-01-19 00:00:00,5541.96,0,5541.96
INV01337,CUST030,2025-04-16 00:00:00,2025-06-15 00:00:00,18668.37,9334.18,9334.19
INV01338,CUST114,2025-07-14 00:00:00,2025-08-13 00:00:00,13893.59,13893.59,0
INV01339,CUST068,2024-03-18 00:00:00,2024-04-17 00:00:00,22169.73,0,22169.73
INV01340,CUST018,2023-03-16 00:00:00,2023-05-15 00:00:00,14072.83,3518.21,10554.62
INV01341,CUST062,2024-07-10 00:00:00,2024-08-09 00:00:00,13596.7,13596.7,0
INV01342,CUST037,2023-12-29 00:00:00,2024-02-27 00:00:00,5288.72,1322.18,3966.54
INV01343,CUST025,2024-03-23 00:00:00,2024-05-22 00:00:00,4572.62,0,4572.62
INV01344,CUST048,2023-09-19 00:00:00,2023-10-19 00:00:00,22953.98,5738.5,17215.48
INV01345,CUST065,2023-05-05 00:00:00,2023-06-04 00:00:00,8532.04,2133.01,6399.03
INV01346,CUST053,2025-06-29 00:00:00,2025-08-13 00:00:00,9616.02,9616.02,0
INV01347,CUST110,2023-09-02 00:00:00,2023-10-17 00:00:00,19115.68,14336.76,4778.92
INV01348,CUST079,2024-06-25 00:00:00,2024-08-09 00:00:00,8801.18,4400.59,4400.59
INV01349,CUST073,2024-04-29 00:00:00,2024-06-28 00:00:00,23825.53,23825.53,0
INV01350,CUST015,2023-05-02 00:00:00,2023-06-01 00:00:00,18579.23,4644.81,13934.42
INV01351,CUST049,2023-05-05 00:00:00,2023-07-04 00:00:00,15137.02,0,15137.02
INV01352,CUST088,2023-06-19 00:00:00,2023-07-19 00:00:00,22081.93,0,22081.93
INV01353,CUST068,2023-05-04 00:00:00,2023-07-03 00:00:00,1715.34,428.84,1286.5
INV01354,CUST012,2025-11-24 00:00:00,2026-01-08 00:00:00,6798.04,0,6798.04
INV01355,CUST059,2024-10-07 00:00:00,2024-11-21 00:00:00,11893.39,11893.39,0
INV01356,CUST037,2025-02-24 00:00:00,2025-04-10 00:00:00,6060.97,4545.73,1515.24
INV01357,CUST061,2023-07-20 00:00:00,2023-09-18 00:00:00,18725.68,0,18725.68
INV01358,CUST101,2024-01-04 00:00:00,2024-02-03 00:00:00,23020.6,11510.3,11510.3
INV01359,CUST043,2025-03-07 00:00:00,2025-04-06 00:00:00,10882.37,8161.78,2720.59
INV01360,CUST070,2023-03-18 00:00:00,2023-05-02 00:00:00,8882.25,8882.25,0
INV01361,CUST039,2023-02-28 00:00:00,2023-04-14 00:00:00,24057.99,24057.99,0
INV01362,CUST056,2024-03-06 00:00:00,2024-04-20 00:00:00,11398.88,5699.44,5699.44
INV01363,CUST063,2024-09-29 00:00:00,2024-11-13 00:00:00,12481.69,9361.27,3120.42
INV01364,CUST046,2023-04-19 00:00:00,2023-05-19 00:00:00,9115.42,4557.71,4557.71
INV01365,CUST088,2025-10-04 00:00:00,2025-12-03 00:00:00,22783.94,11391.97,11391.97
INV01366,CUST011,2023-03-09 00:00:00,2023-05-08 00:00:00,14439.41,0,14439.41
INV01367,CUST062,2025-12-28 00:00:00,2026-02-26 00:00:00,19173.28,0,19173.28
INV01368,CUST077,2023-11-01 00:00:00,2023-12-31 00:00:00,20389.26,10194.63,10194.63
INV01369,CUST098,2024-11-04 00:00:00,2024-12-19 00:00:00,8875.3,0,8875.3
INV01370,CUST025,2023-12-31 00:00:00,2024-02-14 00:00:00,11125.51,0,11125.51
INV01371,CUST071,2025-03-31 00:00:00,2025-05-15 00:00:00,21287.56,15965.67,5321.89
INV01372,CUST052,2023-12-09 00:00:00,2024-02-07 00:00:00,9399.76,0,9399.76
INV01373,CUST004,2025-08-04 00:00:00,2025-09-18 00:00:00,19951.41,9975.7,9975.71
INV01374,CUST059,2025-06-17 00:00:00,2025-08-01 00:00:00,23554.31,11777.16,11777.15
INV01375,CUST072,2025-01-31 00:00:00,2025-03-02 00:00:00,15768.65,15768.65,0
INV01376,CUST020,2023-12-07 00:00:00,2024-01-06 00:00:00,18669.87,4667.47,14002.4
INV01377,CUST093,2025-07-30 00:00:00,2025-09-13 00:00:00,20224.88,0,20224.88
INV01378,CUST063,2024-01-18 00:00:00,2024-02-17 00:00:00,21203.47,10601.74,10601.73
INV01379,CUST054,2025-09-30 00:00:00,2025-10-30 00:00:00,10178.81,10178.81,0
INV01380,CUST117,2023-10-27 00:00:00,2023-12-11 00:00:00,1755.95,1755.95,0
INV01381,CUST115,2023-05-19 00:00:00,2023-07-03 00:00:00,10345.97,2586.49,7759.48
INV01382,CUST109,2023-12-25 00:00:00,2024-02-08 00:00:00,17007.03,0,17007.03
INV01383,CUST110,2025-04-15 00:00:00,2025-05-30 00:00:00,11533.58,11533.58,0
INV01384,CUST074,2024-04-27 00:00:00,2024-06-26 00:00:00,18849.6,0,18849.6
INV01385,CUST107,2025-06-27 00:00:00,2025-08-26 00:00:00,9246.07,4623.04,4623.03
INV01386,CUST098,2025-05-15 00:00:00,2025-06-29 00:00:00,16051.23,4012.81,12038.42
INV01387,CUST057,2023-05-19 00:00:00,2023-06-18 00:00:00,5067.29,0,5067.29
INV01388,CUST090,2025-09-22 00:00:00,2025-11-06 00:00:00,18859.55,0,18859.55
INV01389,CUST041,2024-03-10 00:00:00,2024-04-24 00:00:00,13869.55,0,13869.55
INV01390,CUST113,2024-05-23 00:00:00,2024-06-22 00:00:00,5499.58,2749.79,2749.79
INV01391,CUST003,2023-09-30 00:00:00,2023-11-29 00:00:00,7651.82,7651.82,0
INV01392,CUST120,2023-04-14 00:00:00,2023-05-29 00:00:00,18840.91,0,18840.91
INV01393,CUST006,2025-01-31 00:00:00,2025-03-17 00:00:00,12323.73,12323.73,0
INV01394,CUST005,2025-02-25 00:00:00,2025-04-26 00:00:00,5792.77,0,5792.77
INV01395,CUST005,2023-06-14 00:00:00,2023-08-13 00:00:00,24198.14,12099.07,12099.07
INV01396,CUST054,2025-09-25 00:00:00,2025-10-25 00:00:00,18020.56,0,18020.56
INV01397,CUST047,2024-06-03 00:00:00,2024-08-02 00:00:00,23949.8,23949.8,0
INV01398,CUST087,2024-05-31 00:00:00,2024-07-30 00:00:00,10964.07,8223.05,2741.02
INV01399,CUST049,2024-10-18 00:00:00,2024-12-17 00:00:00,12139.96,6069.98,6069.98
INV01400,CUST009,2024-09-04 00:00:00,2024-10-04 00:00:00,22499.9,22499.9,0
INV01401,CUST099,2023-06-13 00:00:00,2023-08-12 00:00:00,13363.71,6681.86,6681.85
INV01402,CUST020,2023-03-05 00:00:00,2023-05-04 00:00:00,17828.33,17828.33,0
INV01403,CUST113,2023-09-24 00:00:00,2023-10-24 00:00:00,6678.24,5008.68,1669.56
INV01404,CUST061,2023-09-03 00:00:00,2023-11-02 00:00:00,11444.8,11444.8,0
INV01405,CUST106,2024-01-30 00:00:00,2024-03-30 00:00:00,3524.52,1762.26,1762.26
INV01406,CUST035,2024-04-20 00:00:00,2024-05-20 00:00:00,5546.51,0,5546.51
INV01407,CUST050,2025-09-03 00:00:00,2025-10-18 00:00:00,523.11,261.56,261.55
INV01408,CUST082,2025-11-09 00:00:00,2025-12-09 00:00:00,1461.99,0,1461.99
INV01409,CUST062,2024-07-11 00:00:00,2024-09-09 00:00:00,24443.45,12221.72,12221.73
INV01410,CUST017,2025-10-14 00:00:00,2025-12-13 00:00:00,6437.67,1609.42,4828.25
INV01411,CUST088,2025-06-01 00:00:00,2025-07-31 00:00:00,16751.11,8375.56,8375.55
INV01412,CUST003,2023-05-27 00:00:00,2023-06-26 00:00:00,21057.94,0,21057.94
INV01413,CUST032,2024-10-27 00:00:00,2024-12-26 00:00:00,13991.18,0,13991.18
INV01414,CUST099,2024-09-11 00:00:00,2024-11-10 00:00:00,4252.04,1063.01,3189.03
INV01415,CUST102,2025-03-30 00:00:00,2025-04-29 00:00:00,18338.85,18338.85,0
