InvoiceNo,SalesRepID,OrderDate,InvoiceDate,DueDate,InvoiceAmount,AmountPaid,OutstandingAmount,PaymentStatus
INV01078,SR020,2024-02-29,2024-03-03,2024-05-02,17227.48,12228.75,4998.73,Partially Paid
INV01079,SR009,2024-07-30,2024-07-31,2024-09-14,17602.45,6540.78,11061.67,Partially Paid
INV01080,SR010,2024-04-20,2024-04-25,2024-06-09,3912.75,1464.21,2448.54,Partially Paid
INV01081,SR002,2025-02-02,2025-02-04,2025-03-06,9153.59,228.24,8925.35,Partially Paid
INV01082,SR016,2025-04-08,2025-04-13,2025-05-13,4209.13,3887.71,321.42,Partially Paid
INV01083,SR024,2025-03-23,2025-03-28,2025-05-12,15622.9,2238.68,13384.22,Partially Paid
INV01084,SR004,2025-02-24,2025-03-01,2025-04-30,19858.05,4074.62,15783.43,Partially Paid
INV01085,SR002,2024-08-23,2024-08-27,2024-10-26,17363.8,2011.35,15352.45,Partially Paid
INV01086,SR010,2025-04-22,2025-04-23,2025-06-22,17038.42,14855.37,2183.05,Partially Paid
INV01087,SR011,2024-08-27,2024-08-28,2024-09-27,10651.27,7019.02,3632.25,Partially Paid
INV01088,SR010,2024-01-12,2024-01-17,2024-03-02,12957.59,2719.09,10238.5,Partially Paid
INV01089,SR007,2024-04-08,2024-04-11,2024-05-26,10879.38,8407.44,2471.94,Partially Paid
INV01090,SR022,2024-03-01,2024-03-04,2024-04-03,3571.17,408.76,3162.41,Partially Paid
INV01091,SR020,2024-10-13,2024-10-18,2024-11-17,4528.26,1586.33,2941.93,Partially Paid
INV01092,SR011,2024-05-18,2024-05-20,2024-07-19,16178.06,9287.55,6890.51,Partially Paid
INV01093,SR006,2024-02-06,2024-02-09,2024-04-09,17898.74,9675.65,8223.09,Partially Paid
INV01094,SR002,2024-03-07,2024-03-08,2024-04-22,18114.2,913.97,17200.23,Partially Paid
INV01095,SR013,2024-01-28,2024-01-29,2024-03-14,8142.38,5737.75,2404.63,Partially Paid
INV01096,SR019,2024-11-18,2024-11-22,2025-01-21,7434.67,2470.78,4963.89,Partially Paid
INV01097,SR007,2024-12-31,2025-01-05,2025-02-04,19486.8,14727.01,4759.79,Partially Paid
INV01098,SR015,2024-10-17,2024-10-19,2024-11-18,16350.59,15037.46,1313.13,Partially Paid
INV01099,SR015,2024-02-19,2024-02-23,2024-04-08,13847.32,9834.59,4012.73,Partially Paid
INV01100,SR015,2024-08-28,2024-08-30,2024-09-29,3302.57,2958.11,344.46,Partially Paid
INV01101,SR009,2025-04-12,2025-04-15,2025-05-30,4075.38,3738.2,337.18,Partially Paid
INV01102,SR011,2025-02-07,2025-02-10,2025-03-27,10006.38,654.07,9352.31,Partially Paid
INV01103,SR004,2024-06-28,2024-07-02,2024-08-16,16992.44,4796.24,12196.2,Partially Paid
INV01104,SR012,2024-11-05,2024-11-10,2024-12-10,10405.02,4221.17,6183.85,Partially Paid
INV01105,SR023,2025-02-11,2025-02-12,2025-03-29,11344.92,804.63,10540.29,Partially Paid
INV01106,SR010,2024-09-29,2024-10-03,2024-11-17,12015.45,2866.59,9148.86,Partially Paid
INV01107,SR008,2024-10-07,2024-10-09,2024-11-23,7984.42,2720.4,5264.02,Partially Paid
INV01108,SR023,2024-10-29,2024-11-02,2024-12-17,11560.62,3956.05,7604.57,Partially Paid
INV01109,SR023,2024-04-30,2024-05-02,2024-07-01,13557.3,10023.82,3533.48,Partially Paid
INV01110,SR023,2024-10-20,2024-10-24,2024-11-23,12047.18,5576.74,6470.44,Partially Paid
INV01111,SR018,2024-02-19,2024-02-23,2024-03-24,6506.7,2640.38,3866.32,Partially Paid
INV01112,SR020,2024-02-25,2024-03-01,2024-04-15,6884.46,4440.4,2444.06,Partially Paid
INV01113,SR002,2024-02-16,2024-02-18,2024-03-19,17801.6,16079.4,1722.2,Partially Paid
INV01114,SR021,2025-02-18,2025-02-19,2025-03-21,13387.19,6064.05,7323.14,Partially Paid
INV01115,SR010,2024-07-18,2024-07-23,2024-09-21,9219.62,1896.12,7323.5,Partially Paid
INV01116,SR011,2024-06-02,2024-06-07,2024-08-06,6438.73,6073.87,364.86,Partially Paid
INV01117,SR014,2025-01-02,2025-01-05,2025-02-04,11863.18,7254.22,4608.96,Partially Paid
INV01118,SR017,2024-07-25,2024-07-27,2024-09-10,1717.01,1547.16,169.85,Partially Paid
INV01119,SR002,2024-01-01,2024-01-06,2024-02-20,2639.12,744.78,1894.34,Partially Paid
INV01120,SR001,2024-04-30,2024-05-04,2024-07-03,12008.2,7507.7,4500.5,Partially Paid
INV01121,SR023,2024-07-14,2024-07-18,2024-09-01,8986.21,1898.03,7088.18,Partially Paid
INV01122,SR006,2024-08-31,2024-09-02,2024-10-02,11330.72,9555.51,1775.21,Partially Paid
INV01123,SR012,2025-03-06,2025-03-10,2025-04-09,6125.18,5345.66,779.52,Partially Paid
INV01124,SR005,2024-03-09,2024-03-10,2024-04-09,13143.59,1892.62,11250.97,Partially Paid
INV01125,SR016,2024-12-02,2024-12-06,2025-01-05,2150.94,1381.43,769.51,Partially Paid
INV01126,SR014,2025-03-16,2025-03-20,2025-05-19,12286.38,5230.36,7056.02,Partially Paid
INV01127,SR006,2024-08-20,2024-08-25,2024-10-09,11264.98,5069.76,6195.22,Partially Paid
INV01128,SR012,2024-04-25,2024-04-27,2024-06-11,12289.18,7102.39,5186.79,Partially Paid
INV01129,SR024,2024-05-01,2024-05-06,2024-06-20,8511.34,4648.61,3862.73,Partially Paid
INV01130,SR012,2024-01-18,2024-01-19,2024-03-19,9923.73,3657.67,6266.06,Partially Paid
INV01131,SR019,2024-09-03,2024-09-04,2024-10-04,14738.62,7758.53,6980.09,Partially Paid
INV01132,SR025,2025-02-02,2025-02-05,2025-03-22,10580.52,5537.39,5043.13,Partially Paid
INV01133,SR020,2024-02-15,2024-02-17,2024-04-02,12797.93,8494.46,4303.47,Partially Paid
INV01134,SR022,2024-02-09,2024-02-14,2024-04-14,6593.74,347.98,6245.76,Partially Paid
INV01135,SR011,2024-09-30,2024-10-01,2024-11-15,9353.68,8474.95,878.73,Partially Paid
INV01136,SR019,2025-01-10,2025-01-13,2025-02-27,7381.83,7217.66,164.17,Partially Paid
INV01137,SR010,2024-05-28,2024-05-30,2024-06-29,14053.5,8398.88,5654.62,Partially Paid
INV01138,SR010,2025-01-07,2025-01-12,2025-02-26,1697.65,803.26,894.39,Partially Paid
INV01139,SR006,2024-10-20,2024-10-21,2024-12-20,19812.11,16025.93,3786.18,Partially Paid
INV01140,SR020,2024-01-14,2024-01-17,2024-03-02,2108.95,1066.28,1042.67,Partially Paid
INV01141,SR009,2024-05-09,2024-05-11,2024-07-10,5978.95,5129.09,849.86,Partially Paid
INV01142,SR001,2025-01-14,2025-01-15,2025-03-16,3904.97,2310.84,1594.13,Partially Paid
INV01143,SR005,2024-12-03,2024-12-07,2025-01-21,16252.89,4246.11,12006.78,Partially Paid
INV01144,SR023,2024-04-30,2024-05-04,2024-06-03,16087.75,13867.87,2219.88,Partially Paid
INV01145,SR011,2024-02-13,2024-02-15,2024-04-15,18711.87,2884.44,15827.43,Partially Paid
INV01146,SR016,2025-01-20,2025-01-24,2025-03-10,5139.98,2262.54,2877.44,Partially Paid
INV01147,SR021,2024-03-26,2024-03-28,2024-05-27,14820.04,5114.04,9706,Partially Paid
INV01148,SR021,2024-05-15,2024-05-16,2024-06-15,3768.21,1502.55,2265.66,Partially Paid
INV01149,SR010,2024-08-31,2024-09-05,2024-10-05,7906.12,5578.62,2327.5,Partially Paid
INV01150,SR016,2024-05-14,2024-05-16,2024-07-15,17470.42,207.25,17263.17,Partially Paid
INV01151,SR015,2024-07-14,2024-07-17,2024-09-15,13816.09,566.7,13249.39,Partially Paid
INV01152,SR018,2024-11-22,2024-11-25,2025-01-09,12404.47,8088.53,4315.94,Partially Paid
INV01153,SR009,2024-06-20,2024-06-23,2024-08-07,16145.17,4122.57,12022.6,Partially Paid
INV01154,SR019,2024-07-19,2024-07-23,2024-09-21,15107.27,11093.47,4013.8,Partially Paid
INV01155,SR019,2025-01-29,2025-01-31,2025-04-01,7079.43,4886.78,2192.65,Partially Paid
INV01156,SR006,2024-06-09,2024-06-14,2024-07-14,13619.64,11327.31,2292.33,Partially Paid
INV01157,SR001,2024-07-29,2024-07-30,2024-09-28,2526.19,1126.53,1399.66,Partially Paid
INV01158,SR008,2025-01-06,2025-01-09,2025-02-23,4265.05,101.08,4163.97,Partially Paid
INV01159,SR003,2024-01-30,2024-02-04,2024-04-04,17932.36,3888.18,14044.18,Partially Paid
INV01160,SR020,2024-11-22,2024-11-23,2025-01-22,19177.01,1656.63,17520.38,Partially Paid
INV01161,SR020,2024-03-07,2024-03-11,2024-05-10,15395.23,9974.66,5420.57,Partially Paid
INV01162,SR006,2025-04-03,2025-04-04,2025-06-03,4093.13,1205.71,2887.42,Partially Paid
INV01163,SR022,2025-04-24,2025-04-25,2025-06-24,9342.15,9297.75,44.4,Partially Paid
INV01164,SR025,2024-08-06,2024-08-09,2024-09-23,3658.34,270.71,3387.63,Partially Paid
INV01165,SR025,2024-02-01,2024-02-05,2024-03-21,6986.77,419.62,6567.15,Partially Paid
INV01166,SR009,2024-04-01,2024-04-05,2024-05-05,10088.57,9368.11,720.46,Partially Paid
INV01167,SR020,2024-07-20,2024-07-22,2024-09-20,10095.12,1452.41,8642.71,Partially Paid
INV01168,SR025,2024-08-08,2024-08-10,2024-10-09,13045.09,11905.07,1140.02,Partially Paid
INV01169,SR023,2024-05-12,2024-05-13,2024-06-12,1921.93,1098.08,823.85,Partially Paid
INV01170,SR009,2025-02-01,2025-02-05,2025-03-07,17981.99,2676.7,15305.29,Partially Paid
INV01171,SR021,2024-01-01,2024-01-02,2024-03-02,8114.43,1230.21,6884.22,Partially Paid
INV01172,SR011,2025-04-08,2025-04-12,2025-06-11,572.22,404.91,167.31,Partially Paid
INV01173,SR025,2024-09-08,2024-09-12,2024-10-27,8376.3,6096,2280.3,Partially Paid
INV01174,SR003,2024-10-03,2024-10-05,2024-11-04,7996.27,5511.52,2484.75,Partially Paid
INV01175,SR025,2024-09-03,2024-09-04,2024-11-03,10938.43,10846.56,91.87,Partially Paid
INV01176,SR011,2024-12-15,2024-12-18,2025-02-01,1576.3,1571.6,4.7,Partially Paid
INV01177,SR021,2024-02-16,2024-02-19,2024-04-19,17140.17,5828.73,11311.44,Partially Paid
INV01178,SR015,2025-01-24,2025-01-27,2025-03-28,4460.85,2473.43,1987.42,Partially Paid
INV01179,SR013,2024-12-04,2024-12-06,2025-01-20,14069.7,12612.93,1456.77,Partially Paid
INV01180,SR021,2024-12-18,2024-12-21,2025-02-04,2154.82,1363.55,791.27,Partially Paid
INV01181,SR024,2024-04-07,2024-04-09,2024-05-09,4265.31,3069.91,1195.4,Partially Paid
INV01182,SR019,2024-05-02,2024-05-06,2024-06-20,1728.36,934.27,794.09,Partially Paid
INV01183,SR010,2024-09-12,2024-09-17,2024-11-01,19348.2,317.66,19030.54,Partially Paid
INV01184,SR011,2024-01-29,2024-02-01,2024-04-01,1334.88,157.77,1177.11,Partially Paid
INV01185,SR021,2024-12-07,2024-12-12,2025-01-26,18831.75,16387.39,2444.36,Partially Paid
INV01186,SR018,2024-03-17,2024-03-22,2024-04-21,18533.91,683.49,17850.42,Partially Paid
INV01187,SR005,2024-09-07,2024-09-08,2024-10-23,18189.99,11248.18,6941.81,Partially Paid
INV01188,SR008,2024-12-25,2024-12-27,2025-01-26,3858.86,192.78,3666.08,Partially Paid
INV01189,SR010,2025-02-24,2025-02-25,2025-04-11,12418.9,10374.15,2044.75,Partially Paid
INV01190,SR003,2025-02-22,2025-02-23,2025-03-25,10194.3,8147.03,2047.27,Partially Paid
INV01191,SR008,2024-02-02,2024-02-04,2024-03-20,7078.19,5916.63,1161.56,Partially Paid
INV01192,SR024,2024-12-13,2024-12-17,2025-01-31,2855.65,1953.52,902.13,Partially Paid
INV01193,SR018,2024-03-11,2024-03-14,2024-04-13,15402.44,9134.96,6267.48,Partially Paid
INV01194,SR011,2024-02-02,2024-02-03,2024-03-19,3254.12,1350.96,1903.16,Partially Paid
INV01195,SR023,2024-07-08,2024-07-13,2024-08-12,9053.89,8380.96,672.93,Partially Paid
INV01196,SR002,2024-03-09,2024-03-10,2024-05-09,12442.61,9676.14,2766.47,Partially Paid
INV01197,SR001,2025-03-26,2025-03-30,2025-04-29,623.82,111.92,511.9,Partially Paid
INV01198,SR003,2024-12-27,2025-01-01,2025-02-15,8616.33,6956.93,1659.4,Partially Paid
INV01199,SR025,2024-08-31,2024-09-02,2024-10-02,3290.21,891.48,2398.73,Partially Paid
INV01200,SR015,2024-07-29,2024-07-31,2024-08-30,12405.49,466.71,11938.78,Partially Paid
INV01201,SR006,2025-01-02,2025-01-06,2025-03-07,19030.81,11935.97,7094.84,Partially Paid
INV01202,SR010,2024-06-27,2024-07-01,2024-07-31,11375.35,2182.96,9192.39,Partially Paid
INV01203,SR017,2025-05-15,2025-05-16,2025-07-15,7557.08,5751.91,1805.17,Partially Paid
INV01204,SR018,2024-09-16,2024-09-18,2024-11-02,15521.46,10233.72,5287.74,Partially Paid
INV01205,SR009,2024-01-28,2024-01-30,2024-02-29,16033.95,10987.16,5046.79,Partially Paid
INV01206,SR016,2024-09-11,2024-09-13,2024-10-13,13567.78,584.98,12982.8,Partially Paid
INV01207,SR021,2024-07-05,2024-07-08,2024-08-07,8976.1,3000.66,5975.44,Partially Paid
INV01208,SR025,2024-08-20,2024-08-21,2024-09-20,14938.13,13815.7,1122.43,Partially Paid
INV01209,SR006,2024-03-21,2024-03-22,2024-05-06,10540.62,746.9,9793.72,Partially Paid
INV01210,SR008,2025-01-04,2025-01-08,2025-03-09,11805.35,4947.22,6858.13,Partially Paid
INV01211,SR024,2024-12-12,2024-12-15,2025-01-14,15690.02,5117.02,10573,Partially Paid
INV01212,SR004,2024-05-01,2024-05-05,2024-06-04,7822.88,1726.22,6096.66,Partially Paid
INV01213,SR016,2024-10-26,2024-10-30,2024-11-29,17864.53,2589.31,15275.22,Partially Paid
INV01214,SR020,2024-08-20,2024-08-22,2024-10-06,7782.96,3562.57,4220.39,Partially Paid
INV01215,SR007,2024-11-19,2024-11-22,2025-01-06,4443.11,565.22,3877.89,Partially Paid
INV01216,SR023,2024-10-18,2024-10-19,2024-12-03,3161.78,2692.73,469.05,Partially Paid
INV01217,SR015,2024-08-02,2024-08-04,2024-09-18,4787.14,1412.98,3374.16,Partially Paid
INV01218,SR006,2025-02-08,2025-02-13,2025-03-15,11773.37,6507.8,5265.57,Partially Paid
INV01219,SR008,2024-02-14,2024-02-18,2024-04-18,10039.66,9996.13,43.53,Partially Paid
INV01220,SR019,2024-08-30,2024-09-03,2024-10-18,782.83,335.14,447.69,Partially Paid
INV01221,SR008,2024-05-06,2024-05-09,2024-06-23,11799.61,10523.16,1276.45,Partially Paid
INV01222,SR019,2025-04-29,2025-05-01,2025-06-30,18015.91,7526.54,10489.37,Partially Paid
INV01223,SR002,2024-01-21,2024-01-25,2024-03-25,15487.82,520.71,14967.11,Partially Paid
INV01224,SR017,2024-07-20,2024-07-24,2024-09-22,16515.18,7472.15,9043.03,Partially Paid
INV01225,SR008,2024-02-12,2024-02-17,2024-03-18,14016.62,5699.41,8317.21,Partially Paid
INV01226,SR007,2024-03-08,2024-03-11,2024-04-25,5161.72,5156.31,5.41,Partially Paid
INV01227,SR001,2024-09-02,2024-09-05,2024-10-05,14214.44,12194.88,2019.56,Partially Paid
INV01228,SR024,2024-10-25,2024-10-26,2024-12-10,9543.33,1322.93,8220.4,Partially Paid
INV01229,SR023,2024-07-26,2024-07-28,2024-09-11,12722.81,8955.61,3767.2,Partially Paid
INV01230,SR001,2025-03-16,2025-03-17,2025-05-01,17921.97,5966.33,11955.64,Partially Paid
INV01231,SR002,2024-05-31,2024-06-04,2024-07-19,14112.07,8643.66,5468.41,Partially Paid
INV01232,SR019,2025-02-10,2025-02-12,2025-04-13,2078.7,1831.02,247.68,Partially Paid
INV01233,SR024,2025-04-22,2025-04-23,2025-06-22,18933.78,12773.73,6160.05,Partially Paid
INV01234,SR002,2024-02-26,2024-03-01,2024-04-15,9574.38,391.35,9183.03,Partially Paid
INV01235,SR012,2024-03-30,2024-04-04,2024-06-03,1806.62,1281.5,525.12,Partially Paid
INV01236,SR007,2024-03-11,2024-03-14,2024-04-13,11022.86,7154.26,3868.6,Partially Paid
INV01237,SR024,2025-04-25,2025-04-30,2025-06-29,4590.98,3420.36,1170.62,Partially Paid
INV01238,SR008,2024-06-13,2024-06-16,2024-07-31,10319.54,4364.43,5955.11,Partially Paid
INV01239,SR002,2024-02-02,2024-02-05,2024-03-21,9322.01,4674.52,4647.49,Partially Paid
INV01240,SR004,2024-08-28,2024-09-02,2024-11-01,16594.89,14926.29,1668.6,Partially Paid
INV01241,SR015,2024-11-13,2024-11-16,2025-01-15,18934.62,15314.24,3620.38,Partially Paid
INV01242,SR003,2024-04-06,2024-04-10,2024-05-10,2063.32,1852.75,210.57,Partially Paid
INV01243,SR010,2025-05-05,2025-05-06,2025-06-05,3712.94,415.94,3297,Partially Paid
INV01244,SR005,2024-09-11,2024-09-13,2024-10-13,10653.41,6682.63,3970.78,Partially Paid
INV01245,SR010,2024-08-01,2024-08-06,2024-09-05,9741.15,4092.55,5648.6,Partially Paid
INV01246,SR024,2024-11-26,2024-11-27,2025-01-11,4186.68,92.26,4094.42,Partially Paid
INV01247,SR008,2025-03-03,2025-03-08,2025-05-07,7049.61,4079.64,2969.97,Partially Paid
INV01248,SR021,2024-11-26,2024-11-29,2025-01-13,12070.47,8411.47,3659,Partially Paid
INV01249,SR018,2024-08-15,2024-08-19,2024-10-03,11561.41,10385.41,1176,Partially Paid
INV01250,SR010,2024-03-28,2024-03-31,2024-04-30,9942.74,9651.66,291.08,Partially Paid
INV01251,SR025,2025-03-08,2025-03-09,2025-04-08,7385.86,3367.41,4018.45,Partially Paid
INV01252,SR006,2024-11-12,2024-11-14,2025-01-13,10938.68,1993.91,8944.77,Partially Paid
INV01253,SR006,2025-03-05,2025-03-07,2025-04-06,5139.15,211.48,4927.67,Partially Paid
INV01254,SR011,2024-10-21,2024-10-23,2024-12-07,5577.94,1029.11,4548.83,Partially Paid
INV01255,SR018,2024-12-28,2024-12-29,2025-02-27,6680.4,2297.04,4383.36,Partially Paid
INV01256,SR012,2024-08-17,2024-08-22,2024-09-21,10906.04,1324.98,9581.06,Partially Paid
INV01257,SR001,2024-07-26,2024-07-30,2024-08-29,18981.89,17611.61,1370.28,Partially Paid
INV01258,SR005,2024-01-03,2024-01-08,2024-03-08,6959.97,4909.92,2050.05,Partially Paid
INV01259,SR016,2025-04-03,2025-04-06,2025-06-05,13504.31,10797.72,2706.59,Partially Paid
INV01260,SR024,2025-04-09,2025-04-13,2025-05-28,13938.37,10197.88,3740.49,Partially Paid
INV01261,SR002,2024-03-12,2024-03-17,2024-04-16,6507.6,2613.65,3893.95,Partially Paid
INV01262,SR008,2024-08-16,2024-08-19,2024-09-18,6864.15,4174.44,2689.71,Partially Paid
INV01263,SR007,2024-10-25,2024-10-30,2024-11-29,15735.03,12070.26,3664.77,Partially Paid
INV01264,SR007,2024-01-12,2024-01-13,2024-03-13,17064.3,11553.61,5510.69,Partially Paid
INV01265,SR003,2025-05-14,2025-05-19,2025-07-03,4291.78,1363.75,2928.03,Partially Paid
INV01266,SR020,2024-09-18,2024-09-19,2024-11-18,7540.76,1115.62,6425.14,Partially Paid
INV01267,SR014,2024-07-08,2024-07-12,2024-08-26,737.72,254.45,483.27,Partially Paid
INV01268,SR010,2025-05-15,2025-05-19,2025-07-18,2208.17,1607.22,600.95,Partially Paid
INV01269,SR015,2025-01-14,2025-01-18,2025-03-04,6128.36,4937.45,1190.91,Partially Paid
INV01270,SR014,2025-01-08,2025-01-12,2025-02-11,16792.47,10040.82,6751.65,Partially Paid
INV01271,SR005,2024-04-16,2024-04-19,2024-06-03,19773.46,10387.02,9386.44,Partially Paid
INV01272,SR011,2024-02-03,2024-02-08,2024-03-24,2224.74,910.94,1313.8,Partially Paid
INV01273,SR009,2024-07-31,2024-08-02,2024-10-01,9511.34,5401.65,4109.69,Partially Paid
INV01274,SR005,2024-04-12,2024-04-14,2024-05-29,6144.53,3014.42,3130.11,Partially Paid
INV01275,SR010,2025-03-03,2025-03-08,2025-04-22,10134.96,7498.41,2636.55,Partially Paid
INV01276,SR008,2024-01-14,2024-01-15,2024-02-14,5622.2,5374.97,247.23,Partially Paid
INV01277,SR021,2024-08-29,2024-08-30,2024-10-29,13485.31,3879.58,9605.73,Partially Paid
INV01278,SR006,2024-09-08,2024-09-10,2024-10-10,2827.42,783.81,2043.61,Partially Paid
INV01279,SR003,2024-11-02,2024-11-05,2025-01-04,9869.48,4303.77,5565.71,Partially Paid
INV01280,SR009,2024-11-17,2024-11-21,2025-01-20,16456.48,6141.59,10314.89,Partially Paid
INV01281,SR024,2024-10-21,2024-10-22,2024-12-06,3675.52,215.06,3460.46,Partially Paid
INV01282,SR011,2024-08-24,2024-08-26,2024-10-10,3684.52,1004.66,2679.86,Partially Paid
INV01283,SR014,2024-11-21,2024-11-24,2024-12-24,6152.2,3258.28,2893.92,Partially Paid
INV01284,SR003,2024-09-20,2024-09-22,2024-11-21,4073.33,384.96,3688.37,Partially Paid
INV01285,SR025,2024-03-26,2024-03-31,2024-05-15,17512.64,14479.84,3032.8,Partially Paid
INV01286,SR022,2025-02-13,2025-02-16,2025-04-02,13866.15,9544.72,4321.43,Partially Paid
INV01287,SR004,2024-09-30,2024-10-05,2024-11-19,16554.64,213.52,16341.12,Partially Paid
INV01288,SR017,2024-05-24,2024-05-27,2024-07-11,8533.89,7858.92,674.97,Partially Paid
INV01289,SR006,2024-02-22,2024-02-24,2024-03-25,10315.97,8578.49,1737.48,Partially Paid
INV01290,SR018,2024-11-10,2024-11-15,2025-01-14,14394.67,10108.87,4285.8,Partially Paid
INV01291,SR004,2024-08-01,2024-08-05,2024-09-04,2773.03,363.91,2409.12,Partially Paid
INV01292,SR001,2024-09-02,2024-09-05,2024-10-20,13975.49,1942.79,12032.7,Partially Paid
INV01293,SR015,2025-03-31,2025-04-05,2025-06-04,15390,5264.07,10125.93,Partially Paid
INV01294,SR023,2024-06-04,2024-06-05,2024-08-04,16384.2,3643.16,12741.04,Partially Paid
INV01295,SR023,2024-03-13,2024-03-15,2024-04-29,2944.21,383.39,2560.82,Partially Paid
INV01296,SR003,2024-08-05,2024-08-06,2024-09-05,866.73,419.72,447.01,Partially Paid
INV01297,SR014,2024-01-22,2024-01-24,2024-02-23,1139.46,751.8,387.66,Partially Paid
INV01298,SR019,2024-01-31,2024-02-04,2024-03-05,18216.32,788.43,17427.89,Partially Paid
INV01299,SR010,2024-12-07,2024-12-08,2025-01-07,15756.23,14497.28,1258.95,Partially Paid
INV01300,SR007,2024-10-27,2024-10-29,2024-11-28,13576.71,397.24,13179.47,Partially Paid
INV01301,SR005,2025-03-09,2025-03-12,2025-05-11,7282.81,1169.31,6113.5,Partially Paid
INV01302,SR017,2025-02-03,2025-02-08,2025-03-10,10345.73,707,9638.73,Partially Paid
INV01303,SR019,2025-01-25,2025-01-26,2025-03-27,4731.46,906.3,3825.16,Partially Paid
INV01304,SR010,2024-03-28,2024-04-02,2024-05-02,19484.81,1922.87,17561.94,Partially Paid
INV01305,SR007,2025-04-16,2025-04-21,2025-06-20,9756.95,6811.65,2945.3,Partially Paid
INV01306,SR006,2024-08-13,2024-08-14,2024-09-13,16777.47,16463.75,313.72,Partially Paid
INV01307,SR014,2024-04-19,2024-04-24,2024-05-24,8447.77,6432.21,2015.56,Partially Paid
INV01308,SR011,2024-03-04,2024-03-08,2024-04-07,10634.69,5272.85,5361.84,Partially Paid
INV01309,SR012,2024-12-26,2024-12-29,2025-02-27,14581.66,1199.31,13382.35,Partially Paid
INV01310,SR016,2024-02-29,2024-03-04,2024-04-18,9410.44,6927.73,2482.71,Partially Paid
INV01311,SR022,2025-05-14,2025-05-18,2025-06-17,11301.36,3284.05,8017.31,Partially Paid
INV01312,SR014,2024-04-06,2024-04-07,2024-05-22,18812.1,6912.34,11899.76,Partially Paid
INV01313,SR001,2024-12-11,2024-12-15,2025-02-13,2550.85,1117.42,1433.43,Partially Paid
INV01314,SR022,2024-12-12,2024-12-13,2025-01-12,3295.67,1320.33,1975.34,Partially Paid
INV01315,SR019,2025-05-15,2025-05-16,2025-07-15,18543.16,18132.49,410.67,Partially Paid
INV01316,SR003,2024-07-05,2024-07-07,2024-08-21,4405.14,3718.07,687.07,Partially Paid
INV01317,SR013,2024-03-03,2024-03-05,2024-04-19,14641.41,4077.9,10563.51,Partially Paid
INV01318,SR023,2025-01-27,2025-02-01,2025-04-02,5822.97,4597.19,1225.78,Partially Paid
INV01319,SR021,2025-04-27,2025-05-01,2025-06-15,9778.61,5898.12,3880.49,Partially Paid
INV01320,SR013,2024-09-05,2024-09-10,2024-10-25,3373.79,1533.84,1839.95,Partially Paid
INV01321,SR004,2024-05-08,2024-05-12,2024-06-26,5001.02,4712.98,288.04,Partially Paid
INV01322,SR001,2024-02-20,2024-02-21,2024-03-22,10213.63,273.2,9940.43,Partially Paid
INV01323,SR006,2024-07-14,2024-07-19,2024-09-17,6875.64,2081.62,4794.02,Partially Paid
INV01324,SR020,2024-02-19,2024-02-20,2024-04-20,15156.39,11633.62,3522.77,Partially Paid
INV01325,SR015,2024-04-13,2024-04-16,2024-06-15,10209.03,5153.46,5055.57,Partially Paid
INV01326,SR018,2024-06-24,2024-06-29,2024-08-28,844.57,645.22,199.35,Partially Paid
INV01327,SR014,2025-03-26,2025-03-27,2025-05-11,9277.25,7912.33,1364.92,Partially Paid
INV01328,SR015,2024-08-23,2024-08-24,2024-09-23,3948.95,2603.98,1344.97,Partially Paid
INV01329,SR025,2024-06-04,2024-06-06,2024-07-21,8898.28,2780.35,6117.93,Partially Paid
INV01330,SR013,2024-09-06,2024-09-07,2024-11-06,13662.98,9018.64,4644.34,Partially Paid
INV01331,SR022,2024-10-03,2024-10-08,2024-11-22,9780.27,8355.79,1424.48,Partially Paid
INV01332,SR017,2024-01-29,2024-02-02,2024-03-18,10146.48,9850.92,295.56,Partially Paid
INV01333,SR020,2024-12-12,2024-12-15,2025-01-29,6749.41,189.98,6559.43,Partially Paid
INV01334,SR002,2024-03-06,2024-03-09,2024-04-23,16286.29,9510.66,6775.63,Partially Paid
INV01335,SR025,2025-04-01,2025-04-04,2025-05-19,2398.33,827.77,1570.56,Partially Paid
INV01336,SR012,2024-07-29,2024-08-01,2024-08-31,13394.18,3316.59,10077.59,Partially Paid
INV01337,SR021,2024-06-08,2024-06-13,2024-07-13,18252.59,1195.55,17057.04,Partially Paid
INV01338,SR010,2024-02-28,2024-03-02,2024-04-01,884.38,288.41,595.97,Partially Paid
INV01339,SR015,2024-12-02,2024-12-06,2025-02-04,10537.82,4438.24,6099.58,Partially Paid
INV01340,SR001,2024-12-22,2024-12-26,2025-02-24,933.61,295.5,638.11,Partially Paid
INV01341,SR019,2024-07-18,2024-07-21,2024-09-19,2405.65,1174.82,1230.83,Partially Paid
INV01342,SR023,2024-12-11,2024-12-13,2025-01-27,10186.26,8265.71,1920.55,Partially Paid
INV01343,SR022,2024-06-22,2024-06-24,2024-08-23,6340.66,6146.81,193.85,Partially Paid
INV01344,SR007,2024-09-11,2024-09-12,2024-11-11,4674.56,1239.48,3435.08,Partially Paid
INV01345,SR010,2024-10-20,2024-10-24,2024-11-23,12679.16,12145.89,533.27,Partially Paid
INV01346,SR023,2025-03-08,2025-03-13,2025-04-12,12041.36,3291.69,8749.67,Partially Paid
INV01347,SR019,2025-02-14,2025-02-19,2025-04-05,8828.56,3066.3,5762.26,Partially Paid
